Age,Gender,Category,Purchase Amount (USD),Season,Review Rating,Subscription Status,Discount Applied,Previous Purchases,Frequency of Purchases,Age Group
70,0,Accessories,29,Fall,3.6,0,0,19,Quarterly,65+
51,0,Clothing,53,Fall,2.8,0,0,13,Every 3 Months,46–55
45,0,Clothing,79,Winter,3.7,0,0,23,Fortnightly,46–55
18,0,Clothing,65,Spring,3.5,0,0,5,Weekly,18–25
37,0,Clothing,99,Summer,3.7,0,0,17,Bi-Weekly,36–45
23,0,Accessories,60,Winter,3.0,0,0,31,Weekly,18–25
39,0,Footwear,86,Winter,4.9,0,0,19,Weekly,36–45
62,0,Accessories,73,Winter,4.6,0,0,8,Fortnightly,56–65
70,0,Accessories,45,Winter,3.3,0,0,15,Annually,65+
20,0,Accessories,70,Summer,3.0,0,0,18,Every 3 Months,18–25
42,0,Accessories,65,Fall,3.5,0,0,16,Annually,36–45
41,0,Clothing,55,Summer,4.2,0,0,13,Monthly,36–45
24,0,Clothing,65,Spring,4.5,0,0,38,Every 3 Months,18–25
37,0,Accessories,21,Spring,2.8,0,0,27,Bi-Weekly,36–45
30,0,Clothing,26,Summer,4.9,0,0,31,Quarterly,26–35
58,0,Accessories,71,Summer,3.3,0,0,24,Bi-Weekly,56–65
43,0,Footwear,41,Summer,3.0,0,0,21,Bi-Weekly,36–45
19,0,Outerwear,44,Winter,3.9,0,0,15,Annually,18–25
23,0,Clothing,81,Fall,2.8,0,0,48,Every 3 Months,18–25
65,0,Accessories,77,Summer,4.5,0,0,47,Quarterly,65+
58,0,Footwear,26,Fall,4.0,0,0,23,Weekly,56–65
50,0,Accessories,31,Summer,2.9,0,0,4,Quarterly,46–55
67,0,Clothing,82,Spring,4.0,0,0,47,Every 3 Months,65+
40,0,Footwear,60,Summer,3.4,0,0,7,Monthly,36–45
55,0,Clothing,70,Fall,2.5,0,0,6,Annually,56–65
52,0,Clothing,26,Winter,2.8,0,0,47,Quarterly,46–55
62,0,Clothing,100,Summer,3.0,0,0,7,Every 3 Months,56–65
64,0,Clothing,82,Summer,3.1,0,0,1,Quarterly,56–65
43,0,Footwear,24,Spring,2.6,0,0,23,Weekly,36–45
61,0,Clothing,74,Summer,4.9,0,0,30,Monthly,56–65
26,0,Accessories,58,Summer,3.5,0,0,24,Quarterly,26–35
22,0,Clothing,56,Spring,2.6,0,0,9,Weekly,18–25
51,0,Footwear,37,Spring,3.5,0,0,25,Quarterly,46–55
69,0,Accessories,64,Spring,4.5,0,0,18,Bi-Weekly,65+
50,0,Clothing,58,Spring,4.3,0,0,7,Fortnightly,46–55
51,0,Accessories,44,Summer,4.8,0,0,2,Annually,46–55
56,0,Accessories,39,Summer,4.2,0,0,36,Annually,56–65
59,0,Clothing,48,Spring,3.2,0,0,31,Bi-Weekly,56–65
18,0,Accessories,32,Fall,4.1,0,0,10,Fortnightly,18–25
48,0,Accessories,79,Winter,4.0,0,0,27,Monthly,46–55
53,0,Outerwear,27,Winter,2.9,0,0,14,Every 3 Months,46–55
45,0,Accessories,98,Fall,2.6,0,0,17,Monthly,46–55
21,0,Footwear,67,Winter,2.7,0,0,10,Quarterly,18–25
42,0,Clothing,37,Winter,4.6,0,0,4,Bi-Weekly,36–45
60,0,Footwear,49,Spring,3.2,0,0,25,Every 3 Months,56–65
21,0,Footwear,74,Fall,4.1,0,0,3,Bi-Weekly,18–25
69,0,Accessories,93,Summer,3.9,0,0,47,Fortnightly,65+
40,0,Accessories,60,Summer,3.0,0,0,41,Bi-Weekly,36–45
31,0,Outerwear,76,Spring,3.6,0,0,28,Every 3 Months,26–35
44,0,Accessories,64,Summer,4.6,0,0,49,Every 3 Months,36–45
48,0,Footwear,38,Spring,4.5,0,0,7,Fortnightly,46–55
32,0,Footwear,91,Winter,3.2,0,0,22,Monthly,26–35
42,0,Footwear,70,Summer,4.9,0,0,34,Monthly,36–45
27,0,Footwear,22,Fall,5.0,0,0,5,Bi-Weekly,26–35
69,0,Accessories,59,Spring,3.8,0,0,15,Bi-Weekly,65+
67,0,Accessories,22,Spring,3.4,0,0,26,Weekly,65+
41,0,Accessories,74,Winter,3.8,0,0,3,Fortnightly,36–45
46,0,Clothing,71,Spring,3.2,0,0,42,Quarterly,46–55
47,0,Outerwear,80,Summer,4.7,0,0,1,Monthly,46–55
33,0,Clothing,59,Fall,4.5,0,0,20,Every 3 Months,26–35
51,0,Accessories,96,Fall,3.3,0,0,39,Monthly,46–55
26,0,Accessories,43,Winter,3.9,0,0,24,Fortnightly,26–35
22,0,Accessories,76,Winter,3.6,0,0,49,Quarterly,18–25
49,0,Outerwear,59,Fall,2.8,0,0,7,Bi-Weekly,46–55
58,0,Clothing,48,Summer,4.3,0,0,13,Every 3 Months,56–65
70,0,Accessories,22,Spring,3.5,0,0,2,Weekly,65+
32,0,Footwear,40,Winter,4.2,0,0,4,Weekly,26–35
62,0,Clothing,73,Spring,4.6,0,0,17,Quarterly,56–65
52,0,Footwear,26,Fall,2.6,0,0,43,Bi-Weekly,46–55
23,0,Clothing,41,Spring,3.4,0,0,6,Monthly,18–25
26,0,Accessories,98,Spring,3.1,0,0,46,Quarterly,26–35
58,0,Clothing,63,Winter,3.6,0,0,7,Bi-Weekly,56–65
26,0,Footwear,55,Winter,4.2,0,0,34,Fortnightly,26–35
54,0,Clothing,90,Winter,3.6,0,0,21,Every 3 Months,46–55
66,0,Accessories,46,Summer,3.6,0,0,13,Bi-Weekly,65+
60,0,Clothing,88,Spring,3.0,0,0,33,Bi-Weekly,56–65
32,0,Accessories,95,Spring,2.5,0,0,24,Bi-Weekly,26–35
48,0,Accessories,31,Fall,4.0,0,0,4,Annually,46–55
69,0,Clothing,42,Spring,4.1,0,0,5,Bi-Weekly,65+
64,0,Footwear,44,Winter,4.9,0,0,11,Weekly,56–65
56,0,Clothing,99,Spring,4.0,0,0,20,Annually,56–65
22,0,Clothing,20,Summer,3.5,0,0,28,Quarterly,18–25
46,0,Accessories,37,Spring,3.2,0,0,43,Monthly,46–55
24,0,Clothing,50,Winter,2.8,0,0,10,Every 3 Months,18–25
47,0,Accessories,73,Summer,3.5,0,0,26,Every 3 Months,46–55
62,0,Clothing,84,Spring,3.1,0,0,29,Monthly,56–65
34,0,Clothing,64,Spring,3.3,0,0,35,Quarterly,26–35
50,0,Footwear,21,Fall,4.6,0,0,23,Bi-Weekly,46–55
29,0,Clothing,36,Summer,4.9,0,0,15,Quarterly,26–35
68,0,Clothing,81,Winter,3.4,0,0,46,Annually,65+
52,0,Accessories,54,Fall,3.5,0,0,14,Bi-Weekly,46–55
29,0,Clothing,63,Summer,4.8,0,0,17,Every 3 Months,26–35
22,0,Footwear,59,Summer,2.7,0,0,9,Weekly,18–25
62,0,Accessories,53,Fall,3.4,0,0,13,Fortnightly,56–65
69,0,Clothing,63,Winter,3.5,0,0,20,Monthly,65+
48,0,Footwear,33,Fall,3.7,0,0,39,Quarterly,46–55
66,0,Clothing,64,Summer,3.3,0,0,50,Quarterly,65+
42,0,Clothing,98,Fall,2.9,0,0,21,Bi-Weekly,36–45
50,0,Accessories,85,Winter,3.9,0,0,3,Weekly,46–55
32,0,Accessories,82,Summer,2.7,0,0,9,Fortnightly,26–35
51,0,Outerwear,85,Summer,4.3,0,0,29,Bi-Weekly,46–55
27,0,Clothing,37,Winter,3.0,0,0,42,Weekly,26–35
43,0,Clothing,56,Summer,5.0,0,0,41,Fortnightly,36–45
48,0,Clothing,33,Fall,2.7,0,0,17,Monthly,46–55
62,0,Footwear,57,Winter,4.7,0,0,20,Annually,56–65
65,0,Clothing,31,Winter,4.6,0,0,18,Bi-Weekly,65+
50,0,Clothing,69,Fall,3.2,0,0,7,Monthly,46–55
60,0,Outerwear,92,Winter,4.3,0,0,47,Fortnightly,56–65
19,0,Accessories,46,Fall,4.6,0,0,2,Bi-Weekly,18–25
21,0,Accessories,81,Spring,4.9,0,0,25,Quarterly,18–25
19,0,Clothing,97,Fall,3.8,0,0,26,Annually,18–25
46,0,Clothing,93,Summer,2.6,0,0,2,Weekly,46–55
21,0,Accessories,56,Spring,4.7,0,0,45,Bi-Weekly,18–25
26,0,Accessories,53,Fall,4.1,0,0,9,Bi-Weekly,26–35
50,0,Outerwear,66,Spring,3.7,0,0,1,Weekly,46–55
43,0,Clothing,50,Fall,3.0,0,0,4,Bi-Weekly,36–45
61,0,Clothing,97,Summer,4.7,0,0,31,Quarterly,56–65
63,0,Footwear,79,Winter,4.7,0,0,21,Every 3 Months,56–65
46,0,Clothing,76,Fall,4.0,0,0,32,Fortnightly,46–55
63,0,Clothing,38,Fall,2.6,0,0,16,Weekly,56–65
23,0,Clothing,45,Fall,3.0,0,0,34,Fortnightly,18–25
57,0,Accessories,77,Fall,3.3,0,0,40,Bi-Weekly,56–65
57,0,Accessories,51,Summer,3.4,0,0,4,Every 3 Months,56–65
33,0,Outerwear,26,Spring,4.0,0,0,3,Quarterly,26–35
57,0,Accessories,76,Winter,2.6,0,0,28,Bi-Weekly,56–65
55,0,Accessories,94,Winter,3.4,0,0,43,Every 3 Months,56–65
65,0,Outerwear,32,Fall,4.4,0,0,20,Annually,65+
60,0,Footwear,20,Summer,4.7,0,0,40,Every 3 Months,56–65
52,0,Clothing,20,Summer,4.5,0,0,34,Every 3 Months,46–55
34,0,Outerwear,59,Fall,2.9,0,0,11,Every 3 Months,26–35
33,0,Clothing,97,Summer,4.2,0,0,26,Quarterly,26–35
58,0,Clothing,68,Spring,4.1,0,0,29,Bi-Weekly,56–65
35,0,Footwear,66,Spring,4.4,0,0,47,Weekly,36–45
68,0,Footwear,85,Spring,4.7,0,0,48,Fortnightly,65+
58,0,Clothing,32,Fall,3.1,0,0,29,Bi-Weekly,56–65
34,0,Outerwear,44,Spring,2.7,0,0,14,Monthly,26–35
47,0,Clothing,95,Fall,4.6,0,0,40,Every 3 Months,46–55
35,0,Accessories,85,Winter,4.4,0,0,4,Weekly,36–45
34,0,Accessories,44,Summer,4.6,0,0,37,Weekly,26–35
36,0,Accessories,30,Winter,4.9,0,0,47,Bi-Weekly,36–45
23,0,Footwear,21,Winter,4.0,0,0,1,Quarterly,18–25
68,0,Clothing,22,Summer,2.9,0,0,26,Quarterly,65+
23,0,Footwear,70,Spring,2.6,0,0,12,Quarterly,18–25
57,0,Accessories,29,Spring,4.6,0,0,16,Fortnightly,56–65
21,0,Clothing,83,Winter,4.9,0,0,19,Annually,18–25
45,0,Clothing,99,Winter,4.3,0,0,21,Weekly,46–55
37,0,Clothing,35,Fall,4.3,0,0,15,Weekly,36–45
18,0,Accessories,40,Winter,4.6,0,0,9,Annually,18–25
55,0,Clothing,25,Spring,2.6,0,0,7,Bi-Weekly,56–65
52,0,Clothing,64,Fall,3.1,0,0,47,Quarterly,46–55
49,0,Accessories,90,Fall,3.1,0,0,17,Monthly,46–55
56,0,Clothing,88,Fall,3.1,0,0,46,Fortnightly,56–65
27,0,Accessories,55,Winter,4.4,0,0,32,Quarterly,26–35
22,0,Accessories,90,Fall,4.3,0,0,34,Annually,18–25
18,0,Clothing,50,Winter,3.1,0,0,18,Monthly,18–25
21,0,Accessories,34,Fall,3.1,0,0,5,Fortnightly,18–25
30,0,Accessories,77,Winter,4.9,0,0,44,Monthly,26–35
62,0,Accessories,89,Winter,2.9,0,0,4,Quarterly,56–65
28,0,Accessories,87,Fall,3.8,0,0,37,Fortnightly,26–35
66,0,Clothing,77,Winter,4.2,0,0,43,Monthly,65+
66,0,Footwear,85,Winter,3.9,0,0,28,Quarterly,65+
49,0,Clothing,66,Summer,2.8,0,0,36,Monthly,46–55
40,0,Clothing,32,Winter,2.6,0,0,16,Annually,36–45
49,0,Outerwear,92,Spring,3.0,0,0,38,Every 3 Months,46–55
19,0,Clothing,80,Winter,2.7,0,0,37,Fortnightly,18–25
24,0,Clothing,78,Fall,2.8,0,0,9,Bi-Weekly,18–25
31,0,Clothing,24,Spring,2.9,0,0,14,Fortnightly,26–35
35,0,Clothing,59,Fall,3.8,0,0,3,Weekly,36–45
65,0,Accessories,41,Spring,4.4,0,0,10,Fortnightly,65+
68,0,Accessories,26,Spring,3.1,0,0,26,Bi-Weekly,65+
57,0,Clothing,52,Fall,3.7,0,0,30,Bi-Weekly,56–65
69,0,Clothing,46,Summer,4.9,0,0,32,Fortnightly,65+
45,0,Clothing,52,Winter,3.8,0,0,35,Monthly,46–55
35,0,Clothing,42,Fall,3.4,0,0,26,Every 3 Months,36–45
36,0,Footwear,37,Spring,4.6,0,0,39,Monthly,36–45
55,0,Accessories,52,Fall,3.2,0,0,31,Monthly,56–65
66,0,Footwear,34,Spring,2.7,0,0,28,Annually,65+
57,0,Clothing,88,Spring,4.3,0,0,12,Bi-Weekly,56–65
18,0,Accessories,88,Fall,3.8,0,0,46,Weekly,18–25
31,0,Outerwear,51,Summer,4.4,0,0,27,Every 3 Months,26–35
50,0,Accessories,97,Fall,3.6,0,0,4,Annually,46–55
50,0,Footwear,56,Winter,3.5,0,0,14,Every 3 Months,46–55
61,0,Clothing,53,Spring,4.2,0,0,30,Quarterly,56–65
52,0,Clothing,71,Fall,4.7,0,0,6,Annually,46–55
38,0,Accessories,93,Winter,4.8,0,0,43,Annually,36–45
67,0,Clothing,72,Winter,3.2,0,0,28,Weekly,65+
42,0,Clothing,59,Winter,3.5,0,0,39,Monthly,36–45
25,0,Footwear,87,Summer,4.2,0,0,30,Bi-Weekly,26–35
41,0,Clothing,78,Fall,3.4,0,0,5,Fortnightly,36–45
62,0,Clothing,68,Winter,4.7,0,0,42,Every 3 Months,56–65
19,0,Clothing,76,Fall,3.0,0,0,20,Fortnightly,18–25
63,0,Accessories,99,Winter,4.0,0,0,35,Fortnightly,56–65
43,0,Footwear,52,Summer,4.6,0,0,10,Bi-Weekly,36–45
68,0,Accessories,58,Spring,4.9,0,0,36,Quarterly,65+
24,0,Accessories,59,Winter,2.8,0,0,21,Fortnightly,18–25
27,0,Clothing,71,Spring,3.2,0,0,29,Every 3 Months,26–35
61,0,Accessories,94,Winter,2.8,0,0,39,Weekly,56–65
59,0,Accessories,40,Winter,4.2,0,0,16,Monthly,56–65
67,0,Clothing,24,Spring,4.8,0,0,32,Monthly,65+
46,0,Clothing,38,Fall,2.8,0,0,34,Monthly,46–55
65,0,Accessories,37,Fall,4.5,0,0,38,Annually,65+
63,0,Outerwear,29,Spring,4.1,0,0,14,Annually,56–65
57,0,Outerwear,92,Fall,4.3,0,0,23,Bi-Weekly,56–65
40,0,Clothing,24,Fall,4.4,0,0,50,Every 3 Months,36–45
36,0,Footwear,52,Winter,3.0,0,0,49,Monthly,36–45
67,0,Clothing,29,Summer,2.7,0,0,14,Annually,65+
61,0,Accessories,30,Winter,3.3,0,0,42,Weekly,56–65
64,0,Footwear,31,Fall,4.3,0,0,39,Annually,56–65
30,0,Clothing,67,Summer,2.9,0,0,43,Bi-Weekly,26–35
53,0,Clothing,65,Winter,4.9,0,0,12,Monthly,46–55
27,0,Footwear,22,Winter,3.6,0,0,21,Weekly,26–35
27,0,Accessories,56,Winter,3.3,0,0,33,Monthly,26–35
53,0,Clothing,78,Spring,3.1,0,0,6,Annually,46–55
34,0,Outerwear,90,Summer,2.7,0,0,10,Every 3 Months,26–35
39,0,Clothing,85,Winter,3.4,0,0,18,Weekly,36–45
44,0,Accessories,58,Fall,3.4,0,0,46,Weekly,36–45
37,0,Clothing,34,Fall,3.9,0,0,49,Monthly,36–45
57,0,Outerwear,40,Summer,3.5,0,0,39,Weekly,56–65
38,0,Accessories,29,Fall,4.1,0,0,16,Monthly,36–45
21,0,Clothing,76,Winter,3.2,0,0,28,Annually,18–25
45,0,Accessories,84,Fall,4.6,0,0,22,Quarterly,46–55
68,0,Clothing,65,Spring,3.9,0,0,36,Bi-Weekly,65+
37,0,Clothing,80,Winter,2.7,0,0,18,Monthly,36–45
53,0,Clothing,98,Fall,3.0,0,0,31,Weekly,46–55
57,0,Footwear,71,Spring,3.3,0,0,38,Fortnightly,56–65
28,0,Accessories,69,Fall,2.7,0,0,42,Quarterly,26–35
37,0,Accessories,95,Spring,4.6,0,0,27,Annually,36–45
54,0,Clothing,67,Fall,2.7,0,0,24,Monthly,46–55
49,0,Footwear,49,Summer,2.5,0,0,38,Annually,46–55
62,0,Footwear,97,Winter,4.4,0,0,9,Annually,56–65
45,0,Clothing,34,Spring,4.0,0,0,19,Monthly,46–55
45,0,Accessories,74,Fall,3.8,0,0,11,Bi-Weekly,46–55
49,0,Accessories,96,Winter,2.5,0,0,16,Quarterly,46–55
27,0,Accessories,68,Summer,4.0,0,0,18,Monthly,26–35
63,0,Accessories,84,Fall,4.1,0,0,8,Monthly,56–65
61,0,Clothing,57,Summer,2.8,0,0,4,Weekly,56–65
25,0,Footwear,84,Fall,3.4,0,0,37,Quarterly,26–35
33,0,Accessories,32,Fall,2.7,0,0,30,Monthly,26–35
56,0,Footwear,37,Fall,3.8,0,0,37,Monthly,56–65
50,0,Accessories,58,Summer,4.4,0,0,30,Quarterly,46–55
45,0,Clothing,74,Fall,2.8,0,0,17,Weekly,46–55
45,0,Clothing,99,Summer,5.0,0,0,11,Every 3 Months,46–55
65,0,Clothing,81,Fall,4.7,0,0,42,Annually,65+
63,0,Clothing,76,Fall,3.2,0,0,20,Weekly,56–65
70,0,Footwear,98,Summer,2.9,0,0,37,Monthly,65+
53,0,Accessories,91,Summer,3.7,0,0,12,Fortnightly,46–55
22,0,Clothing,79,Summer,4.2,0,0,41,Quarterly,18–25
26,0,Accessories,83,Summer,3.4,0,0,32,Quarterly,26–35
23,0,Outerwear,90,Spring,2.9,0,0,15,Weekly,18–25
25,0,Outerwear,20,Winter,3.7,0,0,39,Quarterly,26–35
69,0,Footwear,21,Spring,2.7,0,0,48,Fortnightly,65+
36,0,Accessories,60,Fall,3.2,0,0,8,Fortnightly,36–45
21,0,Clothing,31,Winter,4.9,0,0,11,Every 3 Months,18–25
57,0,Clothing,40,Fall,2.8,0,0,36,Monthly,56–65
60,0,Accessories,26,Winter,4.7,0,0,50,Every 3 Months,56–65
44,0,Clothing,98,Fall,3.3,0,0,39,Every 3 Months,36–45
31,0,Footwear,51,Spring,4.3,0,0,11,Bi-Weekly,26–35
57,0,Accessories,95,Fall,3.7,0,0,5,Every 3 Months,56–65
39,0,Accessories,36,Summer,4.5,0,0,7,Annually,36–45
48,0,Accessories,52,Winter,3.4,0,0,50,Weekly,46–55
42,0,Clothing,35,Spring,2.7,0,0,21,Every 3 Months,36–45
56,0,Clothing,68,Fall,4.4,0,0,31,Fortnightly,56–65
28,0,Clothing,50,Winter,4.0,0,0,39,Bi-Weekly,26–35
40,0,Accessories,100,Winter,3.2,0,0,28,Fortnightly,36–45
49,0,Outerwear,74,Winter,4.2,0,0,33,Weekly,46–55
37,0,Clothing,45,Winter,3.0,0,0,42,Quarterly,36–45
22,0,Clothing,97,Fall,2.8,0,0,5,Every 3 Months,18–25
27,0,Clothing,60,Winter,4.9,0,0,25,Monthly,26–35
59,0,Clothing,25,Winter,4.7,0,0,48,Annually,56–65
35,0,Clothing,55,Spring,4.4,0,0,30,Weekly,36–45
58,0,Footwear,99,Winter,3.1,0,0,34,Quarterly,56–65
58,0,Accessories,45,Summer,2.6,0,0,34,Every 3 Months,56–65
46,0,Clothing,20,Spring,3.9,0,0,14,Fortnightly,46–55
43,0,Clothing,88,Summer,2.6,0,0,2,Weekly,36–45
39,0,Accessories,99,Summer,4.0,0,0,41,Every 3 Months,36–45
59,0,Clothing,86,Spring,4.9,0,0,3,Monthly,56–65
59,0,Clothing,70,Summer,3.3,0,0,18,Weekly,56–65
59,0,Accessories,50,Fall,3.0,0,0,1,Fortnightly,56–65
45,0,Accessories,57,Winter,2.7,0,0,5,Monthly,46–55
27,0,Clothing,69,Winter,3.1,0,0,41,Annually,26–35
24,0,Clothing,94,Fall,4.8,0,0,5,Monthly,18–25
47,0,Outerwear,24,Spring,2.9,0,0,10,Every 3 Months,46–55
70,0,Accessories,79,Spring,4.5,0,0,20,Annually,65+
58,0,Accessories,31,Fall,4.6,0,0,11,Weekly,56–65
45,0,Outerwear,67,Winter,5.0,0,0,4,Fortnightly,46–55
24,0,Clothing,63,Spring,4.3,0,0,38,Weekly,18–25
67,0,Accessories,61,Spring,4.9,0,0,19,Bi-Weekly,65+
31,0,Accessories,50,Summer,4.0,0,0,16,Every 3 Months,26–35
52,0,Outerwear,82,Spring,3.1,0,0,2,Monthly,46–55
29,0,Accessories,51,Fall,2.6,0,0,11,Monthly,26–35
62,0,Accessories,23,Spring,4.9,0,0,18,Fortnightly,56–65
19,0,Outerwear,91,Spring,3.5,0,0,47,Fortnightly,18–25
62,0,Clothing,60,Spring,4.5,0,0,15,Bi-Weekly,56–65
70,0,Clothing,34,Summer,2.8,0,0,15,Weekly,65+
20,0,Clothing,23,Spring,4.2,0,0,47,Quarterly,18–25
67,0,Accessories,82,Fall,4.1,0,0,47,Monthly,65+
65,0,Outerwear,73,Fall,3.5,0,0,6,Every 3 Months,65+
45,0,Clothing,32,Spring,4.0,0,0,18,Monthly,46–55
26,0,Accessories,80,Spring,4.0,0,0,40,Bi-Weekly,26–35
36,0,Clothing,58,Summer,2.5,0,0,31,Fortnightly,36–45
36,0,Clothing,82,Winter,4.2,0,0,31,Bi-Weekly,36–45
20,0,Accessories,60,Summer,3.4,0,0,4,Fortnightly,18–25
30,0,Accessories,79,Fall,4.8,0,0,36,Every 3 Months,26–35
34,0,Clothing,41,Summer,4.9,0,0,31,Bi-Weekly,26–35
63,0,Outerwear,39,Summer,3.6,0,0,6,Fortnightly,56–65
18,0,Accessories,36,Winter,4.0,0,0,1,Monthly,18–25
55,0,Clothing,70,Fall,2.6,0,0,29,Monthly,56–65
48,0,Accessories,47,Summer,3.1,0,0,19,Monthly,46–55
45,0,Outerwear,27,Winter,3.6,0,0,12,Fortnightly,46–55
29,0,Accessories,52,Summer,4.0,0,0,18,Annually,26–35
55,0,Footwear,75,Summer,3.9,0,0,45,Quarterly,56–65
55,0,Accessories,30,Fall,3.9,0,0,45,Monthly,56–65
55,0,Clothing,94,Spring,3.3,0,0,8,Quarterly,56–65
48,0,Accessories,68,Summer,2.9,0,0,4,Every 3 Months,46–55
42,0,Clothing,45,Summer,3.1,0,0,5,Fortnightly,36–45
21,0,Accessories,67,Summer,4.7,0,0,30,Quarterly,18–25
45,0,Outerwear,46,Summer,3.9,0,0,15,Monthly,46–55
23,0,Clothing,31,Summer,4.3,0,0,17,Every 3 Months,18–25
66,0,Clothing,44,Fall,4.2,0,0,45,Every 3 Months,65+
32,0,Outerwear,100,Winter,4.3,0,0,3,Annually,26–35
52,0,Clothing,92,Winter,4.6,0,0,43,Weekly,46–55
54,0,Accessories,78,Winter,3.8,0,0,4,Monthly,46–55
37,0,Clothing,32,Fall,3.3,0,0,41,Weekly,36–45
29,0,Footwear,97,Fall,3.7,0,0,16,Monthly,26–35
47,0,Accessories,95,Summer,4.3,0,0,10,Annually,46–55
47,0,Clothing,64,Spring,4.1,0,0,2,Quarterly,46–55
42,0,Footwear,35,Spring,3.2,0,0,11,Bi-Weekly,36–45
34,0,Accessories,54,Winter,3.8,0,0,1,Bi-Weekly,26–35
38,0,Footwear,96,Spring,3.2,0,0,41,Quarterly,36–45
55,0,Accessories,58,Summer,3.5,0,0,39,Quarterly,56–65
27,0,Clothing,23,Summer,3.1,0,0,1,Bi-Weekly,26–35
55,0,Clothing,35,Spring,4.2,0,0,3,Monthly,56–65
66,0,Clothing,23,Summer,3.4,0,0,21,Annually,65+
44,0,Accessories,94,Winter,3.5,0,0,48,Quarterly,36–45
39,0,Clothing,45,Fall,4.0,0,0,24,Annually,36–45
23,0,Outerwear,23,Winter,4.4,0,0,45,Bi-Weekly,18–25
29,0,Clothing,94,Winter,2.9,0,0,46,Monthly,26–35
20,0,Accessories,99,Fall,3.6,0,0,35,Fortnightly,18–25
42,0,Clothing,36,Fall,4.4,0,0,47,Fortnightly,36–45
55,0,Outerwear,50,Summer,4.5,0,0,35,Monthly,56–65
66,0,Outerwear,81,Spring,3.8,0,0,45,Weekly,65+
24,0,Clothing,31,Winter,3.6,0,0,6,Bi-Weekly,18–25
62,0,Accessories,48,Fall,4.3,0,0,20,Annually,56–65
28,0,Accessories,91,Summer,4.0,0,0,3,Bi-Weekly,26–35
30,0,Clothing,99,Summer,3.4,0,0,30,Quarterly,26–35
22,0,Footwear,70,Summer,4.4,0,0,28,Bi-Weekly,18–25
28,0,Clothing,74,Winter,2.8,0,0,15,Every 3 Months,26–35
35,0,Accessories,79,Fall,2.8,0,0,29,Quarterly,36–45
45,0,Accessories,33,Fall,4.9,0,0,15,Bi-Weekly,46–55
43,0,Clothing,49,Spring,4.2,0,0,18,Fortnightly,36–45
55,0,Accessories,96,Summer,2.9,0,0,7,Bi-Weekly,56–65
31,0,Clothing,66,Fall,4.6,0,0,19,Every 3 Months,26–35
42,0,Clothing,45,Fall,2.8,0,0,15,Weekly,36–45
40,0,Clothing,28,Spring,2.6,0,0,3,Bi-Weekly,36–45
39,0,Clothing,48,Summer,3.5,0,0,13,Bi-Weekly,36–45
41,0,Clothing,67,Winter,3.5,0,0,37,Monthly,36–45
56,0,Clothing,59,Fall,3.4,0,0,26,Annually,56–65
43,0,Accessories,74,Fall,3.9,0,0,29,Monthly,36–45
22,0,Outerwear,81,Spring,3.3,0,0,47,Every 3 Months,18–25
47,0,Footwear,26,Spring,4.1,0,0,47,Bi-Weekly,46–55
50,0,Accessories,61,Summer,3.0,0,0,48,Fortnightly,46–55
58,0,Clothing,23,Winter,3.0,0,0,46,Bi-Weekly,56–65
50,0,Accessories,33,Fall,3.2,0,0,7,Monthly,46–55
43,0,Clothing,58,Fall,3.9,0,0,45,Every 3 Months,36–45
38,0,Accessories,65,Spring,3.6,0,0,47,Quarterly,36–45
44,0,Clothing,48,Summer,3.1,0,0,6,Fortnightly,36–45
30,0,Footwear,25,Spring,4.8,0,0,29,Every 3 Months,26–35
47,0,Clothing,51,Winter,3.8,0,0,42,Monthly,46–55
30,0,Accessories,31,Summer,2.8,0,0,46,Fortnightly,26–35
49,0,Clothing,99,Winter,4.0,0,0,28,Annually,46–55
56,0,Clothing,25,Winter,4.6,0,0,14,Every 3 Months,56–65
70,0,Footwear,52,Spring,3.5,0,0,12,Every 3 Months,65+
22,0,Clothing,47,Spring,3.7,0,0,41,Annually,18–25
51,0,Footwear,98,Fall,4.9,0,0,8,Annually,46–55
22,0,Accessories,46,Winter,4.1,0,0,24,Quarterly,18–25
37,0,Clothing,32,Winter,4.6,0,0,18,Fortnightly,36–45
49,0,Clothing,75,Fall,4.5,0,0,6,Quarterly,46–55
61,0,Accessories,51,Summer,5.0,0,0,40,Weekly,56–65
41,0,Clothing,52,Summer,3.8,0,0,6,Every 3 Months,36–45
57,0,Accessories,66,Winter,4.7,0,0,27,Quarterly,56–65
34,0,Clothing,35,Spring,2.8,0,0,2,Weekly,26–35
27,0,Outerwear,43,Fall,2.6,0,0,39,Bi-Weekly,26–35
39,0,Clothing,24,Summer,3.8,0,0,9,Quarterly,36–45
62,0,Accessories,83,Winter,2.8,0,0,16,Every 3 Months,56–65
34,0,Clothing,62,Fall,2.6,0,0,36,Quarterly,26–35
53,0,Clothing,78,Spring,3.4,0,0,2,Bi-Weekly,46–55
35,0,Clothing,61,Spring,4.5,0,0,21,Weekly,36–45
38,0,Clothing,57,Fall,3.8,0,0,39,Annually,36–45
32,0,Clothing,70,Summer,3.0,0,0,38,Annually,26–35
47,0,Clothing,57,Fall,3.7,0,0,6,Every 3 Months,46–55
53,0,Accessories,74,Winter,4.4,0,0,6,Bi-Weekly,46–55
60,0,Clothing,90,Fall,3.1,0,0,50,Monthly,56–65
31,0,Footwear,98,Spring,4.2,0,0,9,Annually,26–35
